"ID","Race","Gender","Afqt80","Afqt89","Afqt_06","Voted","PolitAffil","PolitStrength","ClosestParty","FollowsPolit","FedGovActsForPpl","label","Afqt06","Polit_Strength","Follows_Polit","Polit_Affil","Closest_Party","Intell","Strength","Orientation"
"6205","2","2",".",".",".","-1.600838954","1","2",".","2","5","RACL/ETHNIC COHORT /SCRNR 79",".","-1.200377928","0.510399862","-1",".",".","-0.763605673","-1"
"6206","2","2","45","35","33367","0.718201162","1","1",".","1","4","RACL/ETHNIC COHORT /SCRNR 79","33.367","0.8329071367","1.3445155243","-1",".","33.367","0.965207941","-1"
"6207","2","1","15","11","17473","0.718201162","3",".","4","1","4","RACL/ETHNIC COHORT /SCRNR 79","17.473",".","1.3445155243",".","0","17.473","1.0313583431","0"
"6208","2","2","36","53","36657",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","36.657",".",".",".",".","36.657",".","."
"6209","2","2","19","11","10154","0.718201162","1","1",".","2","2","RACL/ETHNIC COHORT /SCRNR 79","10.154","0.8329071367","0.510399862","-1",".","10.154","0.6871693869","-1"
"6210","2","2","13","6","11649","0.718201162","1","1",".","1","5","RACL/ETHNIC COHORT /SCRNR 79","11.649","0.8329071367","1.3445155243","-1",".","11.649","0.965207941","-1"
"6211","2","1","30","27","16391",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","16.391",".",".",".",".","16.391",".","."
"6212","2","2","24","22","19975",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","19.975",".",".",".",".","19.975",".","."
"6213","2","1","12","18","19394","-0.05481221","3",".","4","4","5","RACL/ETHNIC COHORT /SCRNR 79","19.394",".","-1.157831463",".","0","19.394","-0.606321836","0"
"6214","2","2","12","11","11100","0.718201162","1","1",".","2","3","RACL/ETHNIC COHORT /SCRNR 79","11.1","0.8329071367","0.510399862","-1",".","11.1","0.6871693869","-1"
"6215","2","2","45","39","39388","0.718201162","0",".","2","2","1","RACL/ETHNIC COHORT /SCRNR 79","39.388",".","0.510399862",".","-1","39.388","0.614300512","-1"
"6216","2","1","13","9","17780","0.718201162","1","2",".","2","3","RACL/ETHNIC COHORT /SCRNR 79","17.78","-1.200377928","0.510399862","-1",".","17.78","0.0094076986","-1"
"6217","2","2","11","6","8819","0.718201162","1","1",".","3","3","RACL/ETHNIC COHORT /SCRNR 79","8.819","0.8329071367","-0.3237158","-1",".","8.819","0.4091308328","-1"
"6218","2","1","23","25","30930","0.718201162","1","1",".","3","4","RACL/ETHNIC COHORT /SCRNR 79","30.93","0.8329071367","-0.3237158","-1",".","30.93","0.4091308328","-1"
"6219","2","2","21","41","50004","0.718201162","1","1",".","2","2","RACL/ETHNIC COHORT /SCRNR 79","50.004","0.8329071367","0.510399862","-1",".","50.004","0.6871693869","-1"
"6220","2","2","16","17","19315","-1.600838954","1","2",".","1","2","RACL/ETHNIC COHORT /SCRNR 79","19.315","-1.200377928","1.3445155243","-1",".","19.315","-0.485567119","-1"
"6221","2","2","2","3","2212","-0.827825582","5",".","4","4","2","RACL/ETHNIC COHORT /SCRNR 79","2.212",".","-1.157831463","0","0","2.212","-0.992828522","0"
"6222","2","1","7","2","7251","-1.600838954","1","2",".","4","3","RACL/ETHNIC COHORT /SCRNR 79","7.251","-1.200377928","-1.157831463","-1",".","7.251","-1.319682781","-1"
"6223","2","2","6","8","11980",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","11.98",".",".",".",".","11.98",".","."
"6224","2","1","9","2","1494","-0.827825582","3",".","3","3","1","RACL/ETHNIC COHORT /SCRNR 79","1.494",".","-0.3237158",".","0","1.494","-0.575770691","0"
"6225","2","2","16","10","20387","0.718201162","1","1",".","2","3","RACL/ETHNIC COHORT /SCRNR 79","20.387","0.8329071367","0.510399862","-1",".","20.387","0.6871693869","-1"
"6226","2","1","4","2","4869","0.718201162","1","1",".","1","3","RACL/ETHNIC COHORT /SCRNR 79","4.869","0.8329071367","1.3445155243","-1",".","4.869","0.965207941","-1"
"6227","2","2","28","32","40845","0.718201162","1","1",".","2","5","RACL/ETHNIC COHORT /SCRNR 79","40.845","0.8329071367","0.510399862","-1",".","40.845","0.6871693869","-1"
"6228","2","1","1","1","2921","-1.600838954","5",".","4","4","4","RACL/ETHNIC COHORT /SCRNR 79","2.921",".","-1.157831463","0","0","2.921","-1.379335208","0"
"6229","2","1",".",".","4034",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","4.034",".",".",".",".","4.034",".","."
"6230","2","1","1","1","1504","-1.600838954","3",".","3","4","2","RACL/ETHNIC COHORT /SCRNR 79","1.504",".","-1.157831463",".","0","1.504","-1.379335208","0"
"6231","2","2","6","6","4981","0.718201162","1","1",".","1","3","RACL/ETHNIC COHORT /SCRNR 79","4.981","0.8329071367","1.3445155243","-1",".","4.981","0.965207941","-1"
"6232","2","2","1","1","2170","0.718201162","1","1",".","3","3","RACL/ETHNIC COHORT /SCRNR 79","2.17","0.8329071367","-0.3237158","-1",".","2.17","0.4091308328","-1"
"6233","2","2","30","34","39860","0.718201162","1","2",".","2","4","RACL/ETHNIC COHORT /SCRNR 79","39.86","-1.200377928","0.510399862","-1",".","39.86","0.0094076986","-1"
"6234","2","2","1","3","4794","-0.05481221","0",".","2","2","2","RACL/ETHNIC COHORT /SCRNR 79","4.794",".","0.510399862",".","-1","4.794","0.227793826","-1"
"6235","2","2","60","47","33979","-1.600838954","0",".","4","5","5","RACL/ETHNIC COHORT /SCRNR 79","33.979",".","-1.991947125",".","0","33.979","-1.796393039","0"
"6236","2","1","28","21","19095","0.718201162","1","1",".","2","5","RACL/ETHNIC COHORT /SCRNR 79","19.095","0.8329071367","0.510399862","-1",".","19.095","0.6871693869","-1"
"6237","2","2","49","58","61835","0.718201162","1","1",".","2","4","RACL/ETHNIC COHORT /SCRNR 79","61.835","0.8329071367","0.510399862","-1",".","61.835","0.6871693869","-1"
"6238","2","2","37","35","44441","0.718201162","1","1",".","2","3","RACL/ETHNIC COHORT /SCRNR 79","44.441","0.8329071367","0.510399862","-1",".","44.441","0.6871693869","-1"
"6239","2","2","18","21","14850","-0.827825582","1","1",".","2","4","RACL/ETHNIC COHORT /SCRNR 79","14.85","0.8329071367","0.510399862","-1",".","14.85","0.171827139","-1"
"6240","2","2","10","8","14221","0.718201162","1","1",".","3","4","RACL/ETHNIC COHORT /SCRNR 79","14.221","0.8329071367","-0.3237158","-1",".","14.221","0.4091308328","-1"
"6241","2","1","6","6","9734","0.718201162","1","1",".","3","4","RACL/ETHNIC COHORT /SCRNR 79","9.734","0.8329071367","-0.3237158","-1",".","9.734","0.4091308328","-1"
"6242","2","1","6","4","2066","0.718201162","1","1",".","1","4","RACL/ETHNIC COHORT /SCRNR 79","2.066","0.8329071367","1.3445155243","-1",".","2.066","0.965207941","-1"
"6243","2","2","17","16","13895","-1.600838954","1","1",".","1","5","RACL/ETHNIC COHORT /SCRNR 79","13.895","0.8329071367","1.3445155243","-1",".","13.895","0.1921945691","-1"
"6244","2","2","43","47","46280","0.718201162","1","1",".","2","4","RACL/ETHNIC COHORT /SCRNR 79","46.28","0.8329071367","0.510399862","-1",".","46.28","0.6871693869","-1"
"6245","2","2","12","11","14549",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","14.549",".",".",".",".","14.549",".","."
"6246","1","2","25","32","43012","-1.600838954","2","1",".","2","4","RACL/ETHNIC COHORT /SCRNR 79","43.012","0.8329071367","0.510399862","1",".","43.012","-0.085843985","1"
"6247","2","1","11","10","18408","0.718201162","1","1",".","2","3","RACL/ETHNIC COHORT /SCRNR 79","18.408","0.8329071367","0.510399862","-1",".","18.408","0.6871693869","-1"
"6248","2","1","43","39","44281",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","44.281",".",".",".",".","44.281",".","."
"6249","2","1","10","8","14054","0.718201162","1","1",".","2","3","RACL/ETHNIC COHORT /SCRNR 79","14.054","0.8329071367","0.510399862","-1",".","14.054","0.6871693869","-1"
"6250","2","1","6","7","4594",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","4.594",".",".",".",".","4.594",".","."
"6251","2","1","9","10","11584",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","11.584",".",".",".",".","11.584",".","."
"6252","2","1","11","12","14213","0.718201162","1","1",".","1","3","RACL/ETHNIC COHORT /SCRNR 79","14.213","0.8329071367","1.3445155243","-1",".","14.213","0.965207941","-1"
"6253","2","1","22","35","33278","-1.600838954","1","2",".","4","4","RACL/ETHNIC COHORT /SCRNR 79","33.278","-1.200377928","-1.157831463","-1",".","33.278","-1.319682781","-1"
"6254","2","1","18","27","22704","-1.600838954","3",".","2","2","4","RACL/ETHNIC COHORT /SCRNR 79","22.704",".","0.510399862",".","-1","22.704","-0.545219546","-1"
"6255","2","2","41","42","52670","-0.05481221","1","2",".","5","4","RACL/ETHNIC COHORT /SCRNR 79","52.67","-1.200377928","-1.991947125","-1",".","52.67","-1.082379088","-1"
"6256","2","2","12","11","16633","-1.600838954","5",".","3","3","4","RACL/ETHNIC COHORT /SCRNR 79","16.633",".","-0.3237158","0","0","16.633","-0.962277377","0"
"6257","2","2","1","1","239","0.718201162","1","1",".","1","2","RACL/ETHNIC COHORT /SCRNR 79","0.239","0.8329071367","1.3445155243","-1",".","0.239","0.965207941","-1"
"6258","2","2","8","11","14453","0.718201162","1","1",".","4","5","RACL/ETHNIC COHORT /SCRNR 79","14.453","0.8329071367","-1.157831463","-1",".","14.453","0.1310922787","-1"
"6259","2","2","1","3","5110","-1.600838954","5",".","4","4","4","RACL/ETHNIC COHORT /SCRNR 79","5.11",".","-1.157831463","0","0","5.11","-1.379335208","0"
"6260","2","1","38","47","47200",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","47.2",".",".",".",".","47.2",".","."
"6261","2","1","74","85","80076","0.718201162","1","1",".","1","3","RACL/ETHNIC COHORT /SCRNR 79","80.076","0.8329071367","1.3445155243","-1",".","80.076","0.965207941","-1"
"6262","2","2","67","72","72842",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","72.842",".",".",".",".","72.842",".","."
"6263","2","2","29","32","35023",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","35.023",".",".",".",".","35.023",".","."
"6264","2","2","16","22","19314",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","19.314",".",".",".",".","19.314",".","."
"6265","2","2","35","38","45814","0.718201162","1","1",".","2","3","RACL/ETHNIC COHORT /SCRNR 79","45.814","0.8329071367","0.510399862","-1",".","45.814","0.6871693869","-1"
"6266","2","1",".",".",".",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79",".",".",".",".",".",".",".","."
"6267","2","2","25","26","27464","0.718201162","1","2",".","3","3","RACL/ETHNIC COHORT /SCRNR 79","27.464","-1.200377928","-0.3237158","-1",".","27.464","-0.268630856","-1"
"6268","2","2","1","1","1307","0.718201162","2","1",".","3","3","RACL/ETHNIC COHORT /SCRNR 79","1.307","0.8329071367","-0.3237158","1",".","1.307","0.4091308328","1"
"6269","3","1","29","30","35996",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","35.996",".",".",".",".","35.996",".","."
"6270","2","2","32","31","32400","0.718201162","1","1",".","1","4","RACL/ETHNIC COHORT /SCRNR 79","32.4","0.8329071367","1.3445155243","-1",".","32.4","0.965207941","-1"
"6271","2","1","8","4","6027",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","6.027",".",".",".",".","6.027",".","."
"6272","2","1","39","50","37762","0.718201162","1","1",".","1","4","RACL/ETHNIC COHORT /SCRNR 79","37.762","0.8329071367","1.3445155243","-1",".","37.762","0.965207941","-1"
"6273","2","2","1","1","1144","-1.600838954","3",".","3","2","2","RACL/ETHNIC COHORT /SCRNR 79","1.144",".","0.510399862",".","0","1.144","-0.545219546","0"
"6274","2","2",".",".",".","0.718201162","1","1",".","3","3","RACL/ETHNIC COHORT /SCRNR 79",".","0.8329071367","-0.3237158","-1",".",".","0.4091308328","-1"
"6275","2","2","8","14","16110","0.718201162","1","1",".","1","4","RACL/ETHNIC COHORT /SCRNR 79","16.11","0.8329071367","1.3445155243","-1",".","16.11","0.965207941","-1"
"6276","2","2","8","9","13882","0.718201162","1","1",".","2","4","RACL/ETHNIC COHORT /SCRNR 79","13.882","0.8329071367","0.510399862","-1",".","13.882","0.6871693869","-1"
"6277","2","2","24","28","33544","0.718201162","1","1",".","3","3","RACL/ETHNIC COHORT /SCRNR 79","33.544","0.8329071367","-0.3237158","-1",".","33.544","0.4091308328","-1"
"6278","2","2","63","67","74870","0.718201162","1","1",".","2","3","RACL/ETHNIC COHORT /SCRNR 79","74.87","0.8329071367","0.510399862","-1",".","74.87","0.6871693869","-1"
"6279","2","1","9","7","12993","-0.827825582","1","2",".","2","3","RACL/ETHNIC COHORT /SCRNR 79","12.993","-1.200377928","0.510399862","-1",".","12.993","-0.505934549","-1"
"6280","2","2","1","1","1447","-1.600838954","3",".","4","3","3","RACL/ETHNIC COHORT /SCRNR 79","1.447",".","-0.3237158",".","0","1.447","-0.962277377","0"
"6281","3","1","49","45","49482",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","49.482",".",".",".",".","49.482",".","."
"6282","2","2","12","16","22716","0.718201162","3",".","2","1","4","RACL/ETHNIC COHORT /SCRNR 79","22.716",".","1.3445155243",".","-1","22.716","1.0313583431","-1"
"6283","2","2","17","19","26491","0.718201162","1","1",".","2","5","RACL/ETHNIC COHORT /SCRNR 79","26.491","0.8329071367","0.510399862","-1",".","26.491","0.6871693869","-1"
"6284","2","2","5","6","5295",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","5.295",".",".",".",".","5.295",".","."
"6285","2","1","52","53","51843","0.718201162","3",".","2","1","2","RACL/ETHNIC COHORT /SCRNR 79","51.843",".","1.3445155243",".","-1","51.843","1.0313583431","-1"
"6286","2","2","14","17","19747","0.718201162","1","2",".","3",".","RACL/ETHNIC COHORT /SCRNR 79","19.747","-1.200377928","-0.3237158","-1",".","19.747","-0.268630856","-1"
"6287","2","1","34","32","39205","0.718201162","1","1",".","1","2","RACL/ETHNIC COHORT /SCRNR 79","39.205","0.8329071367","1.3445155243","-1",".","39.205","0.965207941","-1"
"6288","2","1","11","13","22812",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","22.812",".",".",".",".","22.812",".","."
"6289","2","2","12","12","13509","0.718201162","1","1",".","1","3","RACL/ETHNIC COHORT /SCRNR 79","13.509","0.8329071367","1.3445155243","-1",".","13.509","0.965207941","-1"
"6290","2","2","11","13","10274","0.718201162","1","1",".","4","3","RACL/ETHNIC COHORT /SCRNR 79","10.274","0.8329071367","-1.157831463","-1",".","10.274","0.1310922787","-1"
"6291","2","2","11","13","12288","0.718201162","1","1",".","2","4","RACL/ETHNIC COHORT /SCRNR 79","12.288","0.8329071367","0.510399862","-1",".","12.288","0.6871693869","-1"
"6292","2","1","2","3","5514","0.718201162","1","2",".","2","3","RACL/ETHNIC COHORT /SCRNR 79","5.514","-1.200377928","0.510399862","-1",".","5.514","0.0094076986","-1"
"6293","2","2","3","6","1589","0.718201162",".",".",".","2","4","RACL/ETHNIC COHORT /SCRNR 79","1.589",".","0.510399862",".",".","1.589","0.614300512","."
"6294","2","2","11","15","15662","0.718201162","3",".","0","1","4","RACL/ETHNIC COHORT /SCRNR 79","15.662",".","1.3445155243",".",".","15.662","1.0313583431","."
"6295","2","2","13","7","6649","0.718201162","1","2",".","3","3","RACL/ETHNIC COHORT /SCRNR 79","6.649","-1.200377928","-0.3237158","-1",".","6.649","-0.268630856","-1"
"6296","2","2","23","17","16123","0.718201162","1","1",".","3","4","RACL/ETHNIC COHORT /SCRNR 79","16.123","0.8329071367","-0.3237158","-1",".","16.123","0.4091308328","-1"
"6297","2","2","4","8","8261","-0.05481221","1","1",".","2","2","RACL/ETHNIC COHORT /SCRNR 79","8.261","0.8329071367","0.510399862","-1",".","8.261","0.4294982629","-1"
"6298","2","1","7","6","7622","-1.600838954","1","1",".","4","3","RACL/ETHNIC COHORT /SCRNR 79","7.622","0.8329071367","-1.157831463","-1",".","7.622","-0.641921093","-1"
"6299","2","2","42","44","47966","-1.600838954","1","2",".","1","5","RACL/ETHNIC COHORT /SCRNR 79","47.966","-1.200377928","1.3445155243","-1",".","47.966","-0.485567119","-1"
"6300","2","1","72","56","59322","0.718201162","3",".","3","1","3","RACL/ETHNIC COHORT /SCRNR 79","59.322",".","1.3445155243",".","0","59.322","1.0313583431","0"
"6301","2","1","49","48","53650","0.718201162","1","1",".","4","2","RACL/ETHNIC COHORT /SCRNR 79","53.65","0.8329071367","-1.157831463","-1",".","53.65","0.1310922787","-1"
"6302","2","2","13","10","9521",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","9.521",".",".",".",".","9.521",".","."
"6303","2","1","20","25","28779","0.718201162","1","1",".","2","2","RACL/ETHNIC COHORT /SCRNR 79","28.779","0.8329071367","0.510399862","-1",".","28.779","0.6871693869","-1"
"6304","2","1","7","3","5660",".","1","1",".","1","3","RACL/ETHNIC COHORT /SCRNR 79","5.66","0.8329071367","1.3445155243","-1",".","5.66","1.0887113305","-1"
"6305","2","1","5","7","3277","-1.600838954","4",".","4","1","5","RACL/ETHNIC COHORT /SCRNR 79","3.277",".","1.3445155243",".","0","3.277","-0.128161715","0"
"6306","2","2","1","1","213",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","0.213",".",".",".",".","0.213",".","."
"6307","3","2","4","3","2006",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","2.006",".",".",".",".","2.006",".","."
"6308","2","2","5","5","2867","0.718201162","1","2",".","4","3","RACL/ETHNIC COHORT /SCRNR 79","2.867","-1.200377928","-1.157831463","-1",".","2.867","-0.54666941","-1"
"6309","2","1","3","4","3402","0.718201162","1","1",".","1","4","RACL/ETHNIC COHORT /SCRNR 79","3.402","0.8329071367","1.3445155243","-1",".","3.402","0.965207941","-1"
"6310","2","2","59","47","40495","0.718201162","1","1",".","1","3","RACL/ETHNIC COHORT /SCRNR 79","40.495","0.8329071367","1.3445155243","-1",".","40.495","0.965207941","-1"
"6311","2","2","71","79","74074","0.718201162","1","1",".","1","4","RACL/ETHNIC COHORT /SCRNR 79","74.074","0.8329071367","1.3445155243","-1",".","74.074","0.965207941","-1"
"6312","2","2","12","7","9856","-1.600838954","1","1",".","3","5","RACL/ETHNIC COHORT /SCRNR 79","9.856","0.8329071367","-0.3237158","-1",".","9.856","-0.363882539","-1"
"6313","2","2","17","18","23197","0.718201162","1","1",".","3","5","RACL/ETHNIC COHORT /SCRNR 79","23.197","0.8329071367","-0.3237158","-1",".","23.197","0.4091308328","-1"
"6314","2","1","21","21","20939",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","20.939",".",".",".",".","20.939",".","."
"6315","2","2","5","4","3795","-0.05481221","1","2",".","3","4","RACL/ETHNIC COHORT /SCRNR 79","3.795","-1.200377928","-0.3237158","-1",".","3.795","-0.526301979","-1"
"6316","2","1","4","5","7136","0.718201162","1","1",".","1","3","RACL/ETHNIC COHORT /SCRNR 79","7.136","0.8329071367","1.3445155243","-1",".","7.136","0.965207941","-1"
"6317","2","1","9","11","16622","0.718201162","1","1",".","1","5","RACL/ETHNIC COHORT /SCRNR 79","16.622","0.8329071367","1.3445155243","-1",".","16.622","0.965207941","-1"
"6318","2","2","6","8","12859","0.718201162","0",".","2","2","4","RACL/ETHNIC COHORT /SCRNR 79","12.859",".","0.510399862",".","-1","12.859","0.614300512","-1"
"6319","2","1","14","9","8698",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","8.698",".",".",".",".","8.698",".","."
"6320","2","2","82","84","74165",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","74.165",".",".",".",".","74.165",".","."
"6321","2","2","38","46","39073","0.718201162","1","1",".","1","3","RACL/ETHNIC COHORT /SCRNR 79","39.073","0.8329071367","1.3445155243","-1",".","39.073","0.965207941","-1"
"6322","2","2","35","37","39538","0.718201162","1","1",".","3","5","RACL/ETHNIC COHORT /SCRNR 79","39.538","0.8329071367","-0.3237158","-1",".","39.538","0.4091308328","-1"
"6323","2","1","29","35","48541","0.718201162","1","2",".","3","4","RACL/ETHNIC COHORT /SCRNR 79","48.541","-1.200377928","-0.3237158","-1",".","48.541","-0.268630856","-1"
"6324","2","2","44","40","48286","0.718201162","1","1",".","2","4","RACL/ETHNIC COHORT /SCRNR 79","48.286","0.8329071367","0.510399862","-1",".","48.286","0.6871693869","-1"
"6325","2","1","7","4","8015",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","8.015",".",".",".",".","8.015",".","."
"6326","2","1","9","8","11731","-0.827825582","3",".","2","3","3","RACL/ETHNIC COHORT /SCRNR 79","11.731",".","-0.3237158",".","-1","11.731","-0.575770691","-1"
"6327","2","2","7","7","4472","0.718201162","0",".","2","3","4","RACL/ETHNIC COHORT /SCRNR 79","4.472",".","-0.3237158",".","-1","4.472","0.1972426808","-1"
"6328","3","1","38","44","57479",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","57.479",".",".",".",".","57.479",".","."
"6329","3","1","16","23","17952",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","17.952",".",".",".",".","17.952",".","."
"6330","3","1","12","15","25616",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","25.616",".",".",".",".","25.616",".","."
"6331","3","2","25","32","43456",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","43.456",".",".",".",".","43.456",".","."
"6332","3","2","23","32","27760",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","27.76",".",".",".",".","27.76",".","."
"6333","2","2","32","28","20073","0.718201162","1","1",".","2","3","RACL/ETHNIC COHORT /SCRNR 79","20.073","0.8329071367","0.510399862","-1",".","20.073","0.6871693869","-1"
"6334","2","2","30","33","32383","0.718201162","1","1",".","2","3","RACL/ETHNIC COHORT /SCRNR 79","32.383","0.8329071367","0.510399862","-1",".","32.383","0.6871693869","-1"
"6335","2","2","28","18","14830","0.718201162","1","1",".","2","5","RACL/ETHNIC COHORT /SCRNR 79","14.83","0.8329071367","0.510399862","-1",".","14.83","0.6871693869","-1"
"6336","2","2","6","5","5779","0.718201162","1","1",".","1","4","RACL/ETHNIC COHORT /SCRNR 79","5.779","0.8329071367","1.3445155243","-1",".","5.779","0.965207941","-1"
"6337","2","2","23","25","21872","0.718201162","1","1",".","2","4","RACL/ETHNIC COHORT /SCRNR 79","21.872","0.8329071367","0.510399862","-1",".","21.872","0.6871693869","-1"
"6338","2","2","7","7","8237","0.718201162","1","1",".","2","3","RACL/ETHNIC COHORT /SCRNR 79","8.237","0.8329071367","0.510399862","-1",".","8.237","0.6871693869","-1"
"6339","2","2","11","14","18617","0.718201162","1","1",".","1","4","RACL/ETHNIC COHORT /SCRNR 79","18.617","0.8329071367","1.3445155243","-1",".","18.617","0.965207941","-1"
"6340","2","1","9","8","15443","-1.600838954","1","1",".","1","2","RACL/ETHNIC COHORT /SCRNR 79","15.443","0.8329071367","1.3445155243","-1",".","15.443","0.1921945691","-1"
"6341","2","1","1","1","3768",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","3.768",".",".",".",".","3.768",".","."
"6342","2","2","12","12","12346","0.718201162","2","1",".","1","4","RACL/ETHNIC COHORT /SCRNR 79","12.346","0.8329071367","1.3445155243","1",".","12.346","0.965207941","1"
"6343","2","2","19","19","26213","0.718201162","1","1",".","3","5","RACL/ETHNIC COHORT /SCRNR 79","26.213","0.8329071367","-0.3237158","-1",".","26.213","0.4091308328","-1"
"6344","2","2","6","12","13090","0.718201162","1","2",".","4","5","RACL/ETHNIC COHORT /SCRNR 79","13.09","-1.200377928","-1.157831463","-1",".","13.09","-0.54666941","-1"
"6345","2","2","10","7","3585","0.718201162","1","1",".","2","3","RACL/ETHNIC COHORT /SCRNR 79","3.585","0.8329071367","0.510399862","-1",".","3.585","0.6871693869","-1"
"6346","2","1","16","15","17402","0.718201162","1","1",".","2","5","RACL/ETHNIC COHORT /SCRNR 79","17.402","0.8329071367","0.510399862","-1",".","17.402","0.6871693869","-1"
"6347","2","1","4","7","14155","0.718201162","1","1",".","3","4","RACL/ETHNIC COHORT /SCRNR 79","14.155","0.8329071367","-0.3237158","-1",".","14.155","0.4091308328","-1"
"6348","3","2","23","19","27054",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","27.054",".",".",".",".","27.054",".","."
"6349","3","2","34","32","32058",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","32.058",".",".",".",".","32.058",".","."
"6350","3","2","16","18","19111",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","19.111",".",".",".",".","19.111",".","."
"6351","3","2","15","12","16046",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","16.046",".",".",".",".","16.046",".","."
"6352","2","1","4","6","9451","0.718201162","1","2",".","1","4","RACL/ETHNIC COHORT /SCRNR 79","9.451","-1.200377928","1.3445155243","-1",".","9.451","0.2874462527","-1"
"6353","2","2","18","17","26283","0.718201162","1","1",".","1","3","RACL/ETHNIC COHORT /SCRNR 79","26.283","0.8329071367","1.3445155243","-1",".","26.283","0.965207941","-1"
"6354","3","1","20","25","28928",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","28.928",".",".",".",".","28.928",".","."
"6355","3","1","6","13","20305",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","20.305",".",".",".",".","20.305",".","."
"6356","2","2","5","3","2128","-0.05481221","1","2",".","3","3","RACL/ETHNIC COHORT /SCRNR 79","2.128","-1.200377928","-0.3237158","-1",".","2.128","-0.526301979","-1"
"6357","2","2","25","22","36700","-1.600838954","3",".","4","4","4","RACL/ETHNIC COHORT /SCRNR 79","36.7",".","-1.157831463",".","0","36.7","-1.379335208","0"
"6358","2","2","5","7","8991","0.718201162","1","1",".","1","3","RACL/ETHNIC COHORT /SCRNR 79","8.991","0.8329071367","1.3445155243","-1",".","8.991","0.965207941","-1"
"6359","2","1","6","9","15974","0.718201162","2","1",".","2","5","RACL/ETHNIC COHORT /SCRNR 79","15.974","0.8329071367","0.510399862","1",".","15.974","0.6871693869","1"
"6360","2","1","3","1","2451","0.718201162","3",".","3","3","4","RACL/ETHNIC COHORT /SCRNR 79","2.451",".","-0.3237158",".","0","2.451","0.1972426808","0"
"6361","2","1","1","1","2066","-1.600838954","1","1",".","4","4","RACL/ETHNIC COHORT /SCRNR 79","2.066","0.8329071367","-1.157831463","-1",".","2.066","-0.641921093","-1"
"6362","2","2","5","7","9411","0.718201162","1","1",".","2","1","RACL/ETHNIC COHORT /SCRNR 79","9.411","0.8329071367","0.510399862","-1",".","9.411","0.6871693869","-1"
"6363","2","2","15","14","11206","0.718201162","1","1",".","1","4","RACL/ETHNIC COHORT /SCRNR 79","11.206","0.8329071367","1.3445155243","-1",".","11.206","0.965207941","-1"
"6364","2","2","5","6","8763","-1.600838954","3",".","3","3","2","RACL/ETHNIC COHORT /SCRNR 79","8.763",".","-0.3237158",".","0","8.763","-0.962277377","0"
"6365","2","2","1","4","3994","0.718201162","1","2",".","4","5","RACL/ETHNIC COHORT /SCRNR 79","3.994","-1.200377928","-1.157831463","-1",".","3.994","-0.54666941","-1"
"6366","2","2","16","10","11555","0.718201162","1","1",".","3","3","RACL/ETHNIC COHORT /SCRNR 79","11.555","0.8329071367","-0.3237158","-1",".","11.555","0.4091308328","-1"
